area,censitario,trabalhados,nao_trabalhados,im_aegypti,im_albopictus,focal,perifocal,nebulizacao,mecanico,alternativo
3,354980505000207,669,576,0,0,2,0,100,52,4
3,354980505000208,406,336,1,0,0,0,172,91,1
3,354980505000209,471,428,0,0,0,0,200,68,20
3,354980505000210,422,426,0,0,0,0,115,46,17
3,354980505000211,639,609,0,0,2,0,184,80,17
3,354980505000212,673,671,1,0,2,0,165,69,1
3,354980505000213,468,359,1,0,2,0,147,67,6
3,354980505000214,317,226,0,0,1,0,128,17,0
3,354980505000215,347,307,0,0,0,0,149,73,9
3,354980505000216,582,488,0,0,0,0,172,58,3
3,354980505000217,562,492,0,0,2,0,215,49,6
3,354980505000218,422,382,1,0,0,0,169,90,5
3,354980505000221,505,454,0,0,0,0,216,111,1
3,354980505000224,545,406,0,0,5,0,160,82,11
3,354980505000225,616,556,0,0,0,0,227,103,0
3,354980505000226,486,386,0,0,3,0,227,78,39
3,354980505000234,173,190,0,0,0,0,18,56,11
3,354980505000235,470,477,2,0,0,0,216,69,8
3,354980505000237,352,309,2,0,0,0,159,66,6
3,354980505000238,226,244,1,0,0,0,17,67,18
3,354980505000239,806,592,1,0,1,0,224,106,11
3,354980505000522,93,109,1,0,0,0,0,37,36
3,354980505000829,500,492,0,0,15,0,133,69,8
3,354980505001114,512,318,0,0,1,0,248,73,5
3,354980505001115,264,159,0,0,0,0,160,39,2
3,354980505001116,414,282,1,0,0,0,147,103,32
3,354980505001117,370,265,0,0,0,0,162,68,0
3,354980505001118,298,313,0,0,1,0,1,98,5
3,354980505001119,414,389,0,0,0,0,96,43,15
3,354980505001185,231,227,1,0,0,0,99,33,2
3,354980505001186,19,13,1,0,0,0,0,7,0
3,354980505001195,43,28,0,0,1,0,0,14,0
3,354980505001196,365,389,0,0,2,0,0,53,11
4,354980505000290,509,642,0,0,1,0,130,30,0
4,354980505000328,921,808,0,0,0,0,311,42,1
4,354980505000329,804,680,0,0,1,0,354,62,9
4,354980505000423,413,573,0,0,0,0,0,45,1
4,354980505000447,694,599,0,0,0,0,133,66,4
4,354980505000472,551,567,0,0,0,0,243,13,0
4,354980505000535,316,373,0,0,0,0,255,25,0
4,354980505000536,611,652,0,0,0,0,270,11,0
4,354980505000537,138,275,0,0,1,0,0,51,0
4,354980505000856,483,704,0,0,0,0,88,38,0
4,354980505000857,556,469,0,0,0,0,16,86,0
4,354980505000858,446,456,0,0,0,0,103,9,1
4,354980505000859,480,457,0,0,0,0,110,32,1
4,354980505000887,669,579,0,0,0,0,221,86,4
4,354980505000888,324,235,0,0,0,0,105,0,0
4,354980505000889,543,408,0,0,0,0,145,21,4
4,354980505000890,776,678,0,0,1,0,182,105,3
4,354980505000891,609,531,0,0,0,0,197,36,5
4,354980505000892,757,623,0,0,0,0,187,51,2
4,354980505000893,749,765,0,0,0,0,232,52,9
4,354980505000894,921,969,0,0,0,0,293,68,3
4,354980505000895,566,473,0,0,4,0,236,51,2
4,354980505000896,654,588,0,0,3,0,215,169,3
4,354980505000897,624,664,0,0,0,0,218,32,0
4,354980505000898,596,544,0,0,0,0,244,58,0
4,354980505000901,139,164,0,0,0,0,0,36,0
4,354980505000902,266,360,0,0,0,0,0,11,0
4,354980505000903,264,353,0,0,0,0,0,36,4
4,354980505000912,136,159,0,0,0,0,0,13,0
4,354980505000913,187,196,0,0,0,0,0,35,1
4,354980505000914,163,307,0,0,0,0,0,43,0
4,354980505000915,223,306,0,0,0,0,0,17,0
4,354980505000920,280,404,0,0,1,0,0,36,0
4,354980505000921,222,361,0,0,0,0,0,23,0
4,354980505000931,198,187,0,0,0,0,0,86,2
4,354980505000932,133,157,2,0,0,0,0,40,0
4,354980505000933,33,24,0,0,0,0,19,1,0
4,354980505000934,240,302,0,0,0,0,0,90,0
4,354980505000935,72,89,1,0,0,0,0,22,0
4,354980505000936,1,0,0,0,0,0,1,0,0
4,354980505000937,110,155,0,0,0,0,0,28,0
4,354980505001048,1,0,0,0,0,0,0,0,0
4,354980505001049,17,34,0,0,0,0,0,3,0
4,354980505001050,18,32,0,0,0,0,0,1,0
4,354980505001051,184,292,0,0,0,0,0,34,0
4,354980505001052,336,486,0,0,1,0,0,84,0
4,354980505001053,336,505,0,0,2,0,0,72,3
4,354980505001054,253,337,0,0,0,0,4,22,0
4,354980505001055,98,46,0,0,0,0,0,6,0
4,354980505001056,70,231,0,0,0,0,0,0,0
4,354980505001057,48,65,0,0,0,0,0,1,0
4,354980505001058,69,57,0,0,0,0,0,0,0
4,354980505001059,2,0,0,0,0,0,0,0,0
4,354980505001138,126,122,0,0,0,0,109,10,0
4,354980505001139,261,274,0,0,0,0,222,5,0
4,354980505001162,7,4,0,0,0,0,0,5,1
4,354980505001206,223,257,0,0,0,0,114,20,1
4,354980505001207,672,633,0,0,0,0,334,44,4
4,354980505001222,16,4,0,0,1,0,0,7,1
5,354980505000333,305,305,0,0,0,0,182,6,0
5,354980505000334,223,274,0,0,0,0,129,5,0
5,354980505000344,467,465,3,0,0,0,181,17,6
5,354980505000347,425,453,0,0,0,0,210,4,1
5,354980505000348,371,456,1,0,1,0,161,12,2
5,354980505000363,210,320,0,0,0,0,0,23,3
5,354980505000364,319,270,0,0,0,0,176,23,0
5,354980505000365,389,275,2,0,4,0,297,7,1
5,354980505000366,464,477,1,0,0,0,213,16,4
5,354980505000368,888,822,1,0,0,0,351,66,5
5,354980505000369,587,484,0,0,0,0,323,30,0
5,354980505000372,125,170,0,0,1,0,52,14,0
5,354980505000398,423,305,0,0,0,0,303,15,1
5,354980505000399,508,395,0,0,0,0,316,19,0
5,354980505000400,975,807,2,1,0,0,502,39,4
5,354980505000459,205,232,0,0,0,0,0,14,3
5,354980505000465,277,369,0,0,0,0,0,49,1
5,354980505000498,85,153,0,0,0,0,0,1,0
5,354980505000633,391,199,0,0,0,0,156,6,1
5,354980505000634,405,223,0,0,0,0,55,10,1
5,354980505000635,433,419,0,0,1,0,243,5,0
5,354980505000636,248,274,0,0,0,0,104,17,1
5,354980505000641,456,378,1,0,1,0,254,9,1
5,354980505000642,398,347,2,0,0,0,268,12,2
5,354980505000643,397,386,1,0,0,0,178,30,2
5,354980505000644,218,276,1,0,0,0,82,6,0
5,354980505000645,485,358,0,0,2,0,406,6,0
5,354980505000646,233,338,1,0,0,0,145,14,0
5,354980505000654,207,298,0,0,1,0,0,17,1
5,354980505000655,184,181,1,0,0,0,0,7,1
5,354980505000656,24,0,0,0,0,0,0,0,0
5,354980505000663,37,79,0,0,0,0,0,10,0
5,354980505000664,140,201,0,0,0,0,0,3,1
5,354980505000665,287,448,0,0,0,0,0,13,5
5,354980505000666,185,301,0,0,0,0,0,17,1
5,354980505000667,118,141,0,0,0,0,0,5,1
5,354980505000668,32,38,0,0,0,0,24,0,0
5,354980505000678,167,321,1,0,0,0,0,12,1
5,354980505000679,18,35,0,0,0,0,0,12,0
5,354980505000680,205,182,1,0,0,0,77,15,2
5,354980505000681,173,199,0,0,0,0,78,1,1
5,354980505001180,6,11,0,0,1,0,0,2,0
5,354980505001182,218,222,1,0,0,0,113,19,1
6,354980505000373,30,40,1,0,0,0,0,2,1
6,354980505000375,472,99,0,0,0,0,0,0,0
6,354980505000376,435,178,0,0,0,0,1,1,0
6,354980505000378,323,161,0,0,1,0,0,3,0
6,354980505000379,841,259,1,0,0,0,0,29,0
6,354980505000504,134,103,0,0,0,0,0,10,0
6,354980505000545,176,60,4,1,0,0,0,7,2
6,354980505000770,199,215,1,0,0,0,0,12,1
6,354980505000771,210,133,0,0,0,0,0,3,0
6,354980505000775,155,133,0,0,0,0,0,2,0
6,354980505000776,179,94,1,0,0,0,0,2,0
6,354980505000777,139,96,1,0,0,0,0,0,0
6,354980505000793,173,94,0,0,0,0,0,2,1
6,354980505000794,275,187,0,0,0,0,0,13,0
6,354980505000795,381,244,0,0,0,0,140,0,0
6,354980505000796,329,225,0,0,0,0,118,7,0
6,354980505000801,163,144,0,0,0,0,0,1,0
6,354980505000802,180,70,0,0,0,0,0,1,1
6,354980505000904,49,19,0,0,0,0,0,0,0
6,354980505000905,205,61,0,0,0,0,0,0,0
6,354980505000906,374,87,1,0,0,0,0,0,1
6,354980505000907,103,66,1,0,0,0,0,0,1
6,354980505000992,310,286,2,0,0,0,0,10,1
6,354980505000993,428,353,0,0,0,0,0,46,1
6,354980505000999,6,0,0,0,0,0,0,0,0
6,354980505001020,54,5,0,0,0,0,0,0,0
6,354980505001024,44,29,2,0,0,0,0,2,0
6,354980505001025,169,66,0,0,0,0,0,2,1
6,354980505001064,210,164,0,0,0,0,0,0,0
6,354980505001065,224,133,1,0,0,0,0,15,1
6,354980505001066,222,140,0,0,0,0,0,2,0
6,354980505001067,114,43,0,0,0,0,0,2,0
6,354980505001068,225,233,0,0,1,0,0,2,0
6,354980505001069,278,181,0,0,0,0,0,6,2
6,354980505001070,118,85,2,0,0,0,0,2,1
6,354980505001071,176,100,0,0,0,0,0,8,1
6,354980505001072,34,43,0,0,0,0,0,0,0
6,354980505001073,119,73,0,0,0,0,0,3,0
6,354980505001074,98,49,0,0,0,0,0,4,1
6,354980505001080,188,121,1,0,0,0,0,6,2
6,354980505001081,188,175,2,0,0,0,0,4,0
6,354980505001128,146,127,0,0,0,0,0,0,1
6,354980505001129,232,170,0,0,0,0,0,21,0
6,354980505001154,88,45,1,0,0,0,0,2,0
6,354980505001155,48,34,0,0,1,0,0,1,1
6,354980505001215,30,12,0,0,0,0,0,0,0
6,354980505001244,40,3,0,0,0,0,0,0,0
7,354980505000337,584,338,0,0,0,0,0,2,0
7,354980505000338,569,353,0,0,0,0,0,0,0
7,354980505000339,362,230,1,0,0,0,0,2,2
7,354980505000340,229,131,0,0,0,0,0,0,0
7,354980505000341,202,170,0,0,0,0,0,0,0
7,354980505000355,233,210,1,0,0,0,0,24,0
7,354980505000357,283,346,3,0,0,0,0,7,0
7,354980505000358,317,233,0,0,0,0,0,0,0
7,354980505000359,168,278,0,0,0,0,0,2,0
7,354980505000360,93,118,0,0,0,0,0,3,0
7,354980505000390,105,24,2,0,0,0,0,52,0
7,354980505000391,232,189,0,0,3,0,0,32,0
7,354980505000392,214,172,0,0,0,0,0,12,0
7,354980505000416,191,98,1,0,0,0,0,19,0
7,354980505000457,249,226,0,0,0,0,0,4,0
7,354980505000627,237,116,0,0,1,0,0,3,0
7,354980505000628,139,104,1,0,0,0,0,0,0
7,354980505000629,170,124,1,0,0,0,1,1,0
7,354980505000630,65,31,1,0,0,0,0,1,0
7,354980505000631,77,55,0,0,0,0,0,1,0
7,354980505000632,92,132,1,0,0,0,0,3,1
7,354980505000639,97,111,1,0,0,0,0,2,1
7,354980505000640,215,243,0,0,0,0,0,4,0
7,354980505000651,161,122,0,0,0,0,0,5,0
7,354980505000652,320,106,0,0,0,0,0,0,0
7,354980505000653,43,48,0,0,0,0,0,0,0
7,354980505000658,10,0,0,0,0,0,0,1,0
7,354980505000659,27,0,0,0,0,0,0,0,0
7,354980505000660,70,4,0,0,0,0,0,10,0
7,354980505000661,37,0,0,0,0,0,0,0,0
7,354980505000662,61,0,0,0,0,0,0,0,0
7,354980505001102,219,176,0,0,0,0,0,8,1
7,354980505001110,161,149,0,0,0,0,0,1,0
7,354980505001111,207,217,0,0,0,0,0,0,0
7,354980505001171,169,159,0,0,0,0,0,6,0
7,354980505001172,25,11,0,0,0,0,0,0,0
7,354980505001179,21,44,0,0,0,0,0,2,0
7,354980505001263,101,1,0,0,0,0,0,0,0
8,354980505000016,390,203,0,0,0,0,0,20,5
8,354980505000031,74,55,0,0,0,0,0,8,0
8,354980505000032,256,192,0,0,0,0,38,12,1
8,354980505000033,405,250,0,0,0,0,107,28,6
8,354980505000034,671,496,0,0,1,0,171,25,2
8,354980505000036,766,437,0,0,0,0,210,17,1
8,354980505000051,37,6,0,0,0,0,0,9,0
8,354980505000052,129,99,0,0,1,0,0,7,3
8,354980505000054,638,412,0,0,1,0,150,19,1
8,354980505000055,808,491,0,0,0,0,245,24,6
8,354980505000056,364,262,0,0,1,0,77,10,0
8,354980505000057,334,229,1,0,0,0,125,16,0
8,354980505000058,258,213,0,0,0,0,16,14,0
8,354980505000059,401,235,1,0,0,0,19,39,2
8,354980505000061,238,175,0,0,1,0,13,9,0
8,354980505000075,403,189,1,0,2,1,314,6,0
8,354980505000076,149,70,0,0,0,0,149,0,0
8,354980505000079,804,469,1,0,0,0,216,82,0
8,354980505000080,602,374,0,0,0,0,91,26,6
8,354980505000081,482,300,0,0,0,0,151,13,2
8,354980505000082,795,406,0,0,0,0,132,41,2
8,354980505000083,892,568,1,0,0,0,189,23,2
8,354980505000084,521,393,0,0,0,0,153,9,1
8,354980505000085,272,271,0,0,0,0,90,26,1
8,354980505000087,295,229,0,0,0,0,120,24,1
8,354980505000094,172,172,0,0,0,0,120,5,2
8,354980505000095,186,196,2,0,0,0,161,3,0
8,354980505000096,161,91,0,0,0,0,161,0,0
8,354980505000102,227,166,0,0,0,0,203,0,0
8,354980505000105,891,438,0,0,3,0,236,159,7
8,354980505000106,314,197,0,0,0,0,133,13,0
8,354980505000107,579,453,1,0,0,0,136,22,0
8,354980505000108,356,274,1,0,0,0,102,7,0
8,354980505000109,1001,727,0,0,0,0,207,14,0
8,354980505000110,451,389,0,0,0,0,129,15,0
8,354980505000111,277,193,0,0,0,0,80,24,0
8,354980505000424,157,112,0,0,0,0,0,8,6
8,354980505000582,212,154,0,0,0,0,0,15,9
8,354980505000583,90,56,1,0,2,0,0,10,0
8,354980505000586,591,408,0,0,0,0,169,19,1
8,354980505000587,536,301,0,0,0,0,117,16,5
8,354980505000588,142,122,0,0,0,0,0,1,1
8,354980505000589,101,156,2,0,0,0,0,14,0
8,354980505000590,106,79,1,0,0,0,0,13,0
8,354980505000591,102,96,0,0,0,0,0,5,0
8,354980505000596,88,69,0,0,0,0,0,0,0
8,354980505000597,212,161,0,0,0,0,0,7,0
8,354980505000604,225,170,0,0,1,0,174,2,0
8,354980505000606,272,169,0,0,0,0,100,20,0
8,354980505000607,490,339,1,0,1,0,206,35,8
8,354980505000608,322,237,0,0,0,0,159,13,0
8,354980505000609,325,158,0,0,0,0,107,20,0
8,354980505000614,25,10,0,0,0,0,0,5,0
8,354980505000615,19,10,0,0,0,0,0,0,0
8,354980505000621,62,8,1,0,0,0,42,1,1
8,354980505000622,163,47,0,0,0,0,157,17,0
8,354980505000623,90,84,1,0,0,0,75,6,1
8,354980505000624,333,193,0,0,0,0,81,50,5
8,354980505000625,470,266,0,0,0,0,65,79,3
8,354980505000626,371,256,0,0,1,0,73,72,6
8,354980505001090,166,76,0,0,0,0,0,18,4
8,354980505001091,182,80,0,0,0,0,0,38,4
8,354980505001092,487,246,0,0,0,0,87,28,13
8,354980505001093,370,124,0,0,0,0,0,26,7
8,354980505001098,225,125,0,0,0,0,0,15,0
8,354980505001099,323,158,0,0,0,0,66,38,1
8,354980505001100,360,306,0,0,0,0,126,7,3
8,354980505001101,423,274,0,0,0,0,259,11,3
8,354980505001103,290,214,0,0,0,0,115,17,0
8,354980505001106,117,71,0,0,0,0,117,0,0
8,354980505001107,107,40,1,0,0,0,60,1,0
8,354980505001169,6,1,0,0,0,0,0,4,0
8,354980505001173,31,0,0,0,0,0,0,4,0
9,354980505000179,308,212,0,0,0,0,128,3,1
9,354980505000180,371,402,0,0,0,0,147,3,1
9,354980505000182,165,165,1,0,0,0,0,10,1
9,354980505000184,369,297,1,0,0,0,172,9,0
9,354980505000191,43,11,0,0,0,0,0,12,0
9,354980505000193,212,157,2,0,0,0,0,22,10
9,354980505000197,89,56,0,0,0,0,0,9,4
9,354980505000434,21,27,0,0,0,0,0,2,2
9,354980505000437,33,11,0,0,0,0,0,10,0
9,354980505000512,51,26,0,0,0,0,0,12,2
9,354980505000513,40,33,1,0,0,0,0,8,1
9,354980505000514,28,8,0,0,0,0,0,0,0
9,354980505000515,15,13,0,0,0,0,0,1,1
9,354980505000516,15,14,0,0,0,0,0,5,0
9,354980505000552,56,38,2,0,3,0,0,10,0
9,354980505000553,23,13,0,0,0,0,0,0,0
9,354980505000560,55,29,0,0,0,0,0,11,0
9,354980505000561,100,49,0,0,0,0,0,17,7
9,354980505000562,39,25,0,0,0,0,0,35,0
9,354980505000709,177,124,0,0,0,0,48,25,0
9,354980505000710,118,103,1,0,0,0,0,4,1
9,354980505000711,86,64,0,0,0,0,38,10,0
9,354980505000712,419,404,0,0,0,0,115,41,2
9,354980505000734,295,213,0,0,0,0,128,6,0
9,354980505000735,273,232,0,0,0,0,78,3,1
9,354980505000736,408,348,0,0,0,0,128,6,1
9,354980505000737,192,213,0,0,0,0,82,14,2
9,354980505000739,4,6,0,0,0,0,0,1,0
9,354980505000741,80,60,3,0,0,0,0,32,3
9,354980505000742,25,35,1,0,0,0,0,1,1
9,354980505000743,11,0,0,0,0,0,0,0,0
9,354980505000744,24,1,0,0,0,0,0,4,3
9,354980505000745,50,9,0,0,0,0,0,13,0
9,354980505000746,75,70,0,0,0,0,0,11,4
9,354980505000747,45,40,0,0,0,0,0,5,1
9,354980505000748,77,85,0,0,0,0,0,2,0
9,354980505000749,64,83,3,0,0,0,0,9,1
9,354980505000750,261,150,0,0,1,1,0,22,7
9,354980505000751,321,190,0,0,0,0,0,24,8
9,354980505000752,63,10,0,0,0,0,0,11,2
9,354980505000753,125,138,4,0,0,0,0,7,3
9,354980505000754,17,1,1,0,0,0,0,5,1
9,354980505000778,294,194,0,0,0,0,141,1,0
9,354980505000779,343,334,0,0,0,0,67,10,1
9,354980505000780,6,9,0,0,0,0,0,3,0
9,354980505000781,5,5,0,0,0,0,0,5,0
9,354980505000782,7,6,0,0,0,0,0,0,0
9,354980505000783,13,7,0,0,0,0,0,4,0
9,354980505000784,8,1,0,0,0,0,0,4,1
9,354980505000785,1,0,0,0,0,0,0,0,0
9,354980505000786,1,0,0,0,0,0,0,0,0
9,354980505000787,5,0,0,0,0,0,0,0,1
9,354980505000788,1,0,0,0,0,0,0,1,0
9,354980505000789,94,50,0,0,0,0,0,7,1
9,354980505000790,46,6,0,0,0,0,0,10,2
9,354980505000791,74,38,3,0,0,0,0,6,0
9,354980505000792,44,44,0,0,0,0,0,9,1
9,354980505000810,4,0,0,0,0,0,0,2,2
9,354980505000811,15,0,0,0,0,0,0,0,0
9,354980505000821,15,7,2,0,0,0,0,1,2
9,354980505000822,31,21,0,0,1,0,0,13,0
9,354980505000823,5,1,0,0,0,0,0,0,0
9,354980505001075,5,5,1,0,0,0,0,1,0
9,354980505001076,20,18,1,0,0,0,0,1,3
9,354980505001077,17,13,0,0,0,0,0,5,0
9,354980505001079,10,0,0,0,0,0,0,0,0
9,354980505001146,89,87,0,0,0,0,29,0,0
9,354980505001147,238,215,0,0,0,0,72,2,0
9,354980505001156,83,93,0,0,0,0,0,8,4
9,354980505001157,120,88,2,0,0,0,0,15,5
9,354980505001159,1,0,0,0,0,0,0,0,0
9,354980505001160,56,33,0,0,0,0,0,4,1
9,354980505001229,24,33,0,0,0,0,0,5,0
9,354980505001230,9,0,0,0,1,0,0,9,0
9,354980505001231,3,0,0,0,0,0,0,1,0
9,354980505001232,163,176,5,0,2,0,0,9,5
9,354980505001236,31,24,2,0,0,0,0,6,0
9,354980505001237,98,48,0,0,1,0,0,3,1
9,354980505001238,2,0,0,0,0,0,0,2,0
9,354980505001268,6,0,0,0,0,0,0,5,0
9,354980505001270,18,8,0,0,0,0,0,1,1
